title,channelId,videoId,subject,madeForKids
Goldilocks and the Three Bears | Fairy Tale for Children | Kids Story Time,Super Simple TV - Kids Shows & Cartoons,4JUk4umsUNw,"[kids, fairy tales]",True
HANSEL AND GRETEL Story for Kids in English | STORIES FOR KIDS | Fairy Tales for Children,T-Series Kids Hut,g7DcxyYFBTU,"[kids, fairy tales]",True
Chicken Little READ ALOUD - Fairytales and Bedtime Stories for Kids,Little Cozy Nook,JBiUZyb2Ab8,"[kids, fairy tales]",True
Fairy Tales Unplugged | The Little Mermaid | CBC Kids,CBC Kids,UqMKvmVdryg,"[kids, fairy tales]",True
Aesop Fables For Children | Best Moral Stories For Kids | One Hour English Stories,T-Series Kids Hut,_mIZy1S9sVI,"[kids, fairy tales]",True
Kids Sleep Meditation | YOUR MAGIC CARPET RIDE! | Fairy Tales Guided Meditation Story,Happy Minds - Meditations & Sleep Stories,lqMTPhk4IAI,"[kids, fairy tales]",True
The Three Little Pigs and the Big Bad Wolf | Fairy Tale for Children,Kids Learning Videos,HtHjB6rRmQc,"[kids, fairy tales]",True
How Tiger Got His Stripes (Animated Stories for Kids),August House/Story Cove,rf7ascNGbcM,"[kids, fairy tales]",True
The Little Mermaid Full Movie | Animated Fairy Tales | Bedtime Stories,Geethanjali Kids - Rhymes and Stories,Sb36JAESBJk,"[kids, fairy tales]",True
Chicken Little - Story Time for Kids at Cool School!,Cool School,NRLXp3R7uZY,"[kids, fairy tales]",True
Ugly Duckling - Fairy Tales In English - Animated / Cartoon Stories For Kids,MagicBox English Stories,YHaod9TGaII,"[kids, fairy tales]",True
Cinderella & The Little Mermaid | Princess Fairy Tales for Kids | Bedtime Stories | Compilation,Geethanjali - Cartoons for Kids,XOp0ALaZAa8,"[kids, fairy tales]",True
Magical Dragon | Stories For Kids | Cartoon for kids | Bedtime Moral Stories | Fairy Tales,Coloring Art Tables,GQg3WcXbxSU,"[kids, fairy tales]",True
The Emperor's New Clothes – Hans Christian Andersen Fairy Tales,Socratica Kids,dSWVXNtI0SU,"[kids, fairy tales]",True
Heidi - The Girl of the Alps | Fairy Tales and Bedtime Stories for Kids | Moral Story,Fairy Tales and Stories for Kids,bVgWSqtHo2Q,"[kids, fairy tales]",True
पिनोकीयो Pinocchio Story In Hindi | Pariyon Ki Kahani | Hindi Fairy Tales | Hindi Kahaniya | Cartoon,Kids Planet Hindi,gU3S3rfdfw0,"[kids, fairy tales]",True
THE WOLF AND THE SEVEN LITTLE GOATS:  English fairy tale for kids,Kidskioske,_yfMGd6SzkY,"[kids, fairy tales]",True
Fairies In The Garden! | LBB Songs | Learn with Little Baby Bum Nursery Rhymes - Moonbug Kids,Moonbug Kids - Cartoons and Kids Songs,R4zlFFQ-o6E,"[kids, fairy tales]",True
Why Koala Has a Stumpy Tail (Animated Stories for Kids),August House/Story Cove,itszep0duwI,"[kids, fairy tales]",True
Little Red Riding Hood and Morphle - Fairy Tale Animation For Kids,Morphle TV,H8zlSanl2Ws,"[kids, fairy tales]",True
THE RED OGRE THAT CRIED - English fairy tale for kids,Kidskioske,m1RBwEuV9BU,"[kids, fairy tales]",True
Snow Queen | Fairy Tales and Bedtime Stories for Kids | Princess Story,Fairy Tales and Stories for Kids,-Rkb88fPMd8,"[kids, fairy tales]",True
Snow White and the Seven Dwarfs - Grimm's Fairy Tales - Full Movie,Geethanjali - Cartoons for Kids,e7IB28VpGD0,"[kids, fairy tales]",True
The Three Little Pigs - A 3D Fairy Tale best moments,APPS for KIDS,dXemLZIXy3M,"[kids, fairy tales]",True
Snow White and the Seven Dwarves | Fairy Tales | PINKFONG Story Time for Children,Pinkfong! Kids' Songs & Stories,SkRYlNu_W7g,"[kids, fairy tales]",True
Rapunzel and 12 Dancing Princesses | Kids Story collection | Bedtime stories,Fairy Tales and Stories for Kids,aMO7LPZelX8,"[kids, fairy tales]",True
"Princess of Magic, Princess Twirly | Princess Stories | PINKFONG Story Time for Children",Pinkfong! Kids' Songs & Stories,9leboe1NCmc,"[kids, fairy tales]",True
Tiny's Victory | Race Car | Car Stories | PINKFONG Story Time for Children,Pinkfong! Kids' Songs & Stories,Qlouc73ZIgQ,"[kids, fairy tales]",True
The Adventure Of Tom Sawyer - Bedtime Story For Kids || Moral Stories For Children In English,T-Series Kids Hut,-JryyTDc2rU,"[kids, fairy tales]",True
The Little Red Hen | Fairy Tale for Kids,Super Simple TV - Kids Shows & Cartoons,WYwjuufc19Q,"[kids, fairy tales]",True
Miraculous Stories compilation | Cartoons about Fairy Tales | Funny Story for Kids,Coloring Art Tables,ZFlkbfdNlQU,"[kids, fairy tales]",True
Rumpelstiltskin Story READ ALOUD - Fairytales and Stories for Children,Little Cozy Nook,_-D6HXYQ6R0,"[kids, fairy tales]",True
SNOW WHITE -  English fairy tale for kids,Kidskioske,FwmZ3_44p2Y,"[kids, fairy tales]",True
THE GOLDEN-CRESTED ROOSTER -  English fairy tale for kids,Kidskioske,hj1g9gYw8WA,"[kids, fairy tales]",True
The Kind Mice - Panchatantra In English - Moral Stories for Kids - Children's Fairy Tales,MagicBox English,930z8PoWnrk,"[kids, fairy tales]",True
"HINDI: RAPUNZEL STORY | Hindi Fairy Tales | ""Fairy Tales For kids"" | Baccho Ki Hindi Kahaniya",Mumbo Jumbo - Hindi Stories,eaYliGoZwY4,"[kids, fairy tales]",True
Black Beauty 1 | Stories for Kids | Classic Story | Bedtime Stories,Little Fox: Fairy Tales & Classic Stories for Kids,vFcr5I5pMls,"[kids, fairy tales]",True
The Wolf and The Seven Little Goats Story | Animated Stories For Kids - Full Story By Kids Hut,T-Series Kids Hut,86qeLlC5lHU,"[kids, fairy tales]",True
ANGEL'S FRIENDS season 2 episode 41 | cartoon for kids | fairy tale | angels and demons,MONDO WORLD,dWFOz1u6888,"[kids, fairy tales]",True
Jack and The Beanstalk Story for Children | Bedtime Story For Kids | Full Story,T-Series Kids Hut,g5jifiJXcoM,"[kids, fairy tales]",True
THE LITTLE PRINCE - Animated English Story For Kids || New Story For Kids - Kids Hut Stories,T-Series Kids Hut,02OVRQLF7IM,"[kids, fairy tales]",True
కాకి తెలివి -Telugu Moral Stories for Kids | Fairy Tales | Telugu Kathalu  | Chandamama Kathalu,Chandamama Kathalu,FryEMXtPSAc,"[kids, fairy tales]",True
THE CASTLE OF NO RETURN - English fairy tale for kids,Kidskioske,uboTrLpCirk,"[kids, fairy tales]",True
